distance_from_surface_A,pH6_30mM_1pct,pH6_30mM_10pct,pH6_30mM_12pct,pH6_110mM_8pct,pH6_200mM_1pct,pH6_200mM_10pct,pH7.3_30mM_12pct,pH7.3_170mM_5pct,pH8_30mM_1pct,pH8_30mM_10pct,pH8_200mM_1pct,pH8_200mM_10pct
1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.025,0.0,0.002,0.0,0.0,0.004,0.0,0.0,0.002,0.004,0.006,0.008,0.008
2.075,0.002,0.004,0.002,0.016,0.034,0.05,0.046,0.092,0.118,0.218,0.313,0.255
2.125,0.02,0.042,0.05,0.128,0.305,0.385,0.363,0.798,1.369,1.385,2.333,1.862
2.175,0.116,0.184,0.126,0.575,1.194,1.417,1.633,3.212,4.77,5.351,9.431,7.455
2.225,0.321,0.359,0.345,1.351,2.872,3.136,3.772,7.735,10.806,11.97,21.874,16.782
2.275,0.477,0.605,0.611,2.066,4.325,4.856,5.687,11.703,16.008,17.345,31.902,25.629
2.325,0.567,0.595,0.725,2.383,4.683,5.313,6.275,13.551,16.373,17.896,33.17,27.794
2.375,0.501,0.595,0.703,2.263,4.335,4.677,5.365,11.884,13.806,14.896,26.559,22.804
2.425,0.405,0.427,0.531,1.824,3.503,3.547,3.868,9.166,9.625,10.381,19.24,16.762
2.475,0.305,0.297,0.347,1.186,2.519,2.587,2.627,6.192,6.375,6.685,12.589,11.663
2.525,0.176,0.192,0.212,0.908,1.713,1.764,1.559,4.048,4.124,4.198,7.954,7.569
2.575,0.136,0.116,0.136,0.615,1.13,1.259,1.046,2.657,2.599,2.828,5.287,4.98
2.625,0.096,0.096,0.118,0.395,0.76,0.824,0.717,1.741,1.75,1.739,3.471,3.401
2.675,0.066,0.022,0.064,0.285,0.537,0.503,0.485,1.168,1.118,1.228,2.365,2.248
2.725,0.06,0.056,0.062,0.19,0.391,0.397,0.415,0.88,0.852,0.946,1.621,1.541
2.775,0.018,0.022,0.05,0.14,0.273,0.337,0.283,0.697,0.619,0.593,1.232,1.188
2.825,-0.094,-0.068,-0.088,0.016,0.094,0.128,0.208,0.411,0.487,0.539,0.904,0.9
2.875,-1.012,-0.754,-0.77,-0.828,-0.8,-0.79,0.142,0.273,0.359,0.375,0.707,0.649
2.925,-4.062,-3.285,-3.381,-3.766,-4.172,-4.281,0.07,-0.06,0.263,0.275,0.134,0.18
2.975,-10.487,-9.032,-9.126,-10.283,-12.88,-12.655,-0.162,-1.25,0.138,0.12,-1.224,-1.16
3.025,-19.214,-17.132,-17.587,-22.036,-26.758,-26.22,-0.625,-3.521,-0.082,-0.03,-4.156,-3.966
3.075,-27.044,-25.715,-25.389,-33.337,-41.038,-40.152,-1.12,-6.695,-0.315,-0.363,-7.91,-7.082
3.125,-30.09,-28.693,-28.363,-39.08,-47.886,-47.447,-1.453,-8.804,-0.459,-0.511,-10.575,-9.293
3.175,-27.461,-26.826,-26.878,-36.687,-45.625,-44.212,-1.519,-9.066,-0.501,-0.657,-10.511,-9.421
3.225,-20.994,-21.329,-20.956,-29.996,-37.387,-36.521,-1.273,-7.838,-0.379,-0.523,-9.23,-8.16
3.275,-15.385,-15.269,-15.096,-21.747,-27.557,-26.924,-0.994,-6.134,-0.21,-0.319,-6.952,-6.449
3.325,-10.912,-10.822,-10.499,-15.419,-18.854,-19.421,-0.675,-4.589,-0.01,-0.094,-5.014,-4.244
3.375,-7.455,-7.301,-7.138,-10.764,-13.248,-13.91,-0.417,-3.253,0.214,0.166,-3.429,-2.98
3.425,-5.395,-5.218,-5.162,-7.854,-9.814,-9.93,-0.214,-2.345,0.445,0.273,-2.058,-1.854
3.475,-3.916,-3.932,-3.938,-5.962,-7.395,-7.307,0.05,-1.543,0.591,0.605,-0.936,-0.846
3.525,-3.084,-3.136,-3.108,-4.739,-5.667,-5.776,0.184,-0.806,0.85,0.878,-0.353,-0.054
3.575,-2.713,-2.743,-2.605,-3.874,-4.822,-4.659,0.389,-0.331,1.108,1.128,0.535,0.739
3.625,-2.455,-2.499,-2.493,-3.505,-4.18,-4.435,0.455,0.253,1.573,1.469,1.349,1.335
3.675,-2.455,-2.419,-2.367,-3.509,-3.804,-3.756,0.695,0.946,2.014,1.862,2.515,2.549
3.725,-2.427,-2.589,-2.457,-3.283,-3.629,-3.443,1.052,1.457,2.601,2.475,3.317,3.481
3.775,-2.307,-2.679,-2.407,-3.535,-3.523,-3.24,1.323,2.06,3.164,3.054,4.417,4.675
3.825,-2.335,-2.673,-2.517,-3.23,-3.337,-3.315,1.756,2.906,3.886,3.631,5.671,6.026
3.875,-2.673,-2.661,-2.709,-3.186,-3.589,-3.062,2.164,3.657,4.639,4.242,7.18,7.303
3.925,-2.603,-2.832,-2.675,-3.613,-3.138,-2.92,2.427,4.323,5.164,4.94,7.848,8.216
3.975,-2.561,-2.95,-2.862,-3.475,-3.409,-2.545,2.649,5.1,5.838,5.647,9.395,9.226
4.025,-2.591,-3.148,-2.856,-3.162,-3.098,-2.477,2.89,5.705,6.269,5.92,9.988,10.18
4.075,-2.697,-3.004,-2.842,-3.499,-2.962,-2.517,2.918,6.068,6.782,6.391,10.293,10.87
4.125,-2.631,-2.876,-2.709,-3.295,-2.856,-2.635,3.096,6.461,6.986,6.703,11.16,11.182
4.175,-2.782,-2.912,-3.17,-3.026,-3.06,-2.349,3.226,6.329,6.89,6.737,11.619,11.561
4.225,-2.685,-2.892,-2.938,-3.086,-2.589,-2.483,3.178,6.118,7.036,6.381,11.188,11.882
4.275,-2.96,-3.022,-2.944,-3.092,-2.629,-2.22,3.038,6.389,6.912,6.445,11.174,11.146
4.325,-2.866,-2.97,-3.018,-2.882,-2.369,-2.465,3.02,6.006,7.052,6.417,11.174,11.006
4.375,-2.689,-2.916,-2.836,-2.904,-2.405,-2.295,3.004,6.22,6.739,5.962,10.625,10.611
4.425,-2.709,-2.818,-3.028,-2.651,-2.371,-2.212,2.882,6.012,6.317,5.94,10.533,10.297
4.475,-2.479,-2.641,-2.737,-2.942,-2.343,-2.261,2.691,5.617,6.2,5.762,10.098,9.747
4.525,-2.477,-2.856,-2.593,-2.589,-2.022,-1.866,2.661,5.417,5.824,5.489,9.166,9.571
4.575,-2.443,-2.423,-2.659,-2.423,-2.186,-2.01,2.463,5.002,5.501,5.238,8.784,9.07
4.625,-2.192,-2.333,-2.409,-2.409,-2.068,-2.01,2.339,5.301,5.05,4.82,8.749,8.643
4.675,-2.361,-2.463,-2.339,-2.285,-2.23,-1.663,2.028,4.581,4.868,4.645,7.948,8.206
4.725,-2.198,-2.295,-2.188,-2.226,-1.916,-1.936,2.022,4.118,4.479,4.275,7.234,7.505
4.775,-2.106,-2.114,-2.06,-2.126,-2.02,-2.088,1.858,3.914,3.976,3.852,6.565,6.633
4.825,-2.02,-2.046,-2.014,-2.23,-1.824,-2.074,1.842,3.309,3.834,3.465,6.044,6.11
4.875,-1.942,-2.074,-1.842,-2.014,-1.898,-2.036,1.545,3.12,3.435,3.471,5.299,5.739
4.925,-1.978,-2.086,-1.88,-2.481,-2.116,-2.078,1.447,2.587,3.136,2.942,4.772,4.868
4.975,-1.948,-1.934,-1.9,-2.206,-2.355,-2.305,1.273,2.146,2.707,2.661,4.337,4.339
5.025,-1.914,-1.84,-1.81,-2.21,-2.403,-2.275,1.086,1.806,2.529,2.481,3.503,3.828
5.075,-1.647,-2.01,-1.944,-2.2,-2.685,-2.615,1.04,1.495,2.327,2.152,3.232,3.269
5.125,-1.786,-1.657,-1.796,-2.196,-2.784,-2.555,0.852,1.429,2.184,2.016,2.363,2.659
5.175,-1.836,-1.81,-1.834,-2.457,-2.79,-2.904,0.754,1.104,1.99,1.828,2.132,2.449
5.225,-1.685,-1.723,-1.735,-2.309,-2.731,-2.693,0.647,1.052,1.846,1.737,1.836,2.042
5.275,-1.671,-1.79,-1.778,-2.451,-2.76,-2.806,0.617,0.613,1.707,1.551,1.974,1.848
5.325,-1.766,-1.681,-1.723,-2.164,-2.523,-2.774,0.683,0.812,1.613,1.459,1.677,1.8
5.375,-1.623,-1.567,-1.619,-2.194,-2.758,-2.725,0.641,0.607,1.613,1.385,1.273,1.623
5.425,-1.623,-1.571,-1.559,-1.97,-2.747,-2.858,0.461,0.681,1.411,1.379,1.253,1.766
5.475,-1.555,-1.579,-1.475,-2.134,-2.699,-2.531,0.639,0.429,1.431,1.379,1.18,1.473
5.525,-1.547,-1.541,-1.563,-2.018,-2.419,-2.671,0.543,0.313,1.435,1.367,1.321,1.575
5.575,-1.513,-1.581,-1.487,-1.968,-2.8,-2.435,0.551,0.369,1.471,1.385,1.265,1.585
5.625,-1.509,-1.421,-1.407,-1.758,-2.365,-2.283,0.641,0.635,1.281,1.373,1.565,1.539
5.675,-1.389,-1.437,-1.309,-1.962,-2.369,-2.242,0.75,0.491,1.439,1.363,1.433,1.547
5.725,-1.431,-1.427,-1.449,-1.645,-2.325,-2.399,0.539,0.675,1.337,1.283,1.248,1.555
5.775,-1.367,-1.303,-1.393,-1.844,-2.048,-1.974,0.551,0.75,1.447,1.365,1.701,1.595
5.825,-1.313,-1.335,-1.333,-1.928,-2.002,-1.982,0.627,0.581,1.543,1.331,1.537,2.004
5.875,-1.357,-1.397,-1.285,-1.862,-1.958,-1.788,0.683,0.81,1.355,1.383,1.433,2.004
5.925,-1.246,-1.349,-1.307,-1.643,-2.064,-1.818,0.721,0.721,1.453,1.341,1.519,1.876
5.975,-1.365,-1.238,-1.391,-1.633,-1.844,-1.884,0.637,0.882,1.593,1.477,1.569,1.826
6.025,-1.309,-1.333,-1.2,-1.719,-1.942,-1.802,0.747,0.731,1.673,1.405,1.523,1.966
6.075,-1.244,-1.224,-1.297,-1.471,-1.788,-2.07,0.639,0.874,1.593,1.411,1.503,1.601
6.125,-1.411,-1.269,-1.385,-1.477,-1.982,-1.727,0.731,0.896,1.557,1.525,1.884,1.842
6.175,-1.192,-1.339,-1.23,-1.461,-1.822,-1.842,0.695,1.072,1.539,1.501,1.527,1.912
6.225,-1.25,-1.323,-1.277,-1.565,-1.731,-1.752,0.762,0.75,1.675,1.599,1.587,2.014
6.275,-1.242,-1.174,-1.206,-1.541,-1.926,-1.551,0.721,1.004,1.525,1.427,1.83,1.852
6.325,-1.299,-1.22,-1.283,-1.589,-1.874,-1.677,0.743,0.812,1.467,1.461,1.741,1.918
6.375,-1.327,-1.228,-1.25,-1.603,-1.749,-1.872,0.697,0.866,1.525,1.489,1.605,1.8
6.425,-1.23,-1.273,-1.345,-1.719,-2.074,-1.567,0.681,0.709,1.495,1.483,1.76,1.966
6.475,-1.395,-1.263,-1.275,-1.651,-1.846,-1.796,0.75,0.894,1.467,1.385,1.627,1.677
6.525,-1.242,-1.269,-1.202,-1.659,-1.762,-1.77,0.735,0.792,1.537,1.387,1.349,1.603
6.575,-1.311,-1.261,-1.281,-1.557,-1.824,-1.756,0.78,0.954,1.507,1.467,1.427,1.707
6.625,-1.323,-1.13,-1.257,-1.677,-1.581,-1.926,0.874,0.934,1.475,1.479,1.347,1.623
6.675,-1.361,-1.289,-1.405,-1.415,-1.9,-1.81,0.653,0.749,1.463,1.493,1.579,1.525
6.725,-1.194,-1.281,-1.251,-1.623,-1.836,-1.723,0.8,0.808,1.611,1.415,1.645,1.762
6.775,-1.263,-1.186,-1.365,-1.391,-1.637,-1.683,0.818,0.972,1.545,1.383,1.699,1.926
6.825,-1.23,-1.319,-1.315,-1.449,-1.547,-1.515,0.786,0.902,1.381,1.471,1.415,1.75
6.875,-1.24,-1.261,-1.285,-1.543,-1.437,-1.533,0.737,0.643,1.427,1.483,1.301,1.822
6.925,-1.12,-1.261,-1.234,-1.267,-1.601,-1.585,0.693,0.89,1.359,1.285,1.435,1.818
6.975,-1.04,-1.166,-1.034,-1.335,-1.361,-1.685,0.735,1.042,1.383,1.387,1.559,1.529
7.025,-1.16,-1.016,-1.17,-1.343,-1.451,-0.922,0.683,0.9,1.337,1.395,1.503,1.707
7.075,-1.142,-1.261,-1.068,-1.206,-1.176,-1.291,0.78,0.868,1.397,1.267,1.557,1.659
7.125,-1.188,-1.012,-1.08,-1.244,-1.407,-1.2,0.82,0.876,1.281,1.204,1.327,1.653
7.175,-1.046,-0.96,-1.088,-1.279,-1.084,-1.273,0.679,0.908,1.321,1.361,1.485,1.599
7.225,-1.114,-1.124,-1.102,-1.271,-1.279,-1.182,0.685,0.924,1.25,1.305,1.375,1.483
7.275,-1.046,-1.074,-1.036,-1.016,-1.19,-1.236,0.643,0.77,1.343,1.277,1.441,1.375
7.325,-1.0,-1.146,-1.054,-1.03,-1.08,-1.038,0.683,0.852,1.248,1.212,1.391,1.491
7.375,-1.006,-1.068,-1.05,-1.19,-1.026,-1.21,0.627,0.966,1.321,1.07,1.671,1.433
7.425,-0.992,-0.944,-0.988,-0.97,-1.176,-1.014,0.579,0.928,1.283,1.164,1.501,1.639
7.475,-1.012,-0.926,-0.968,-0.896,-0.942,-0.864,0.705,0.707,1.17,1.186,1.329,1.395
7.525,-0.936,-1.012,-0.93,-0.874,-1.138,-1.142,0.561,1.006,1.188,1.062,1.449,1.86
7.575,-0.892,-0.97,-0.858,-0.99,-0.88,-0.772,0.571,0.878,1.23,1.144,1.473,1.445
7.625,-0.8,-0.966,-0.94,-0.926,-0.844,-1.018,0.635,0.906,1.206,1.048,1.651,1.776
7.675,-0.784,-0.928,-0.852,-0.79,-0.948,-0.854,0.699,0.904,1.208,1.106,1.337,1.391
7.725,-0.848,-0.832,-0.884,-0.786,-0.91,-0.8,0.661,0.912,1.132,1.05,1.455,1.709
7.775,-0.86,-0.872,-0.934,-0.876,-0.762,-0.766,0.581,0.822,1.196,1.074,1.216,1.605
7.825,-0.9,-0.862,-0.904,-0.984,-0.697,-0.828,0.591,0.816,1.164,1.118,1.409,1.453
7.875,-0.818,-0.812,-0.884,-0.808,-0.89,-0.8,0.549,0.95,1.038,1.026,1.517,1.509
7.925,-0.818,-0.824,-0.752,-0.922,-0.565,-0.723,0.603,0.794,0.998,1.01,1.345,1.281
7.975,-0.83,-0.922,-0.876,-0.79,-0.721,-0.617,0.581,0.834,1.054,1.032,1.198,1.383
8.025,-0.737,-0.764,-0.848,-0.8,-0.916,-0.611,0.693,0.768,1.136,1.104,1.295,1.427
8.075,-0.912,-0.768,-0.85,-0.81,-0.665,-0.733,0.565,1.05,1.018,1.018,1.273,1.387
8.125,-0.786,-0.826,-0.798,-0.76,-0.631,-0.675,0.747,0.806,1.062,1.014,1.168,1.389
8.175,-0.802,-0.78,-0.77,-0.715,-0.597,-0.752,0.623,0.715,1.126,1.12,1.427,1.082
8.225,-0.788,-0.826,-0.864,-0.788,-0.587,-0.822,0.579,0.774,0.964,1.02,1.297,1.172
8.275,-0.739,-0.804,-0.856,-0.864,-0.894,-0.631,0.655,0.804,0.946,0.988,1.144,1.337
8.325,-0.723,-0.862,-0.842,-0.88,-0.79,-0.79,0.565,0.842,0.978,0.878,1.022,1.158
8.375,-0.856,-0.764,-0.79,-0.928,-0.523,-0.641,0.585,0.798,1.12,1.038,1.106,1.25
8.425,-0.78,-0.806,-0.693,-0.713,-0.78,-0.88,0.599,0.776,1.032,0.95,1.21,1.255
8.475,-0.782,-0.75,-0.858,-0.796,-0.687,-0.838,0.497,0.701,1.056,0.85,1.178,1.046
8.525,-0.679,-0.77,-0.812,-0.856,-0.842,-0.948,0.499,0.75,0.958,0.884,1.114,1.176
8.575,-0.727,-0.888,-0.988,-0.707,-0.349,-0.677,0.543,0.804,0.952,0.93,0.916,0.868
8.625,-0.756,-0.802,-0.715,-0.731,-0.86,-0.727,0.465,0.609,0.978,0.956,1.317,1.058
8.675,-0.806,-0.695,-0.766,-0.894,-0.517,-0.419,0.439,0.673,0.924,0.862,0.974,1.006
8.725,-0.762,-0.749,-0.868,-0.743,-0.92,-0.904,0.577,0.637,0.97,0.898,0.998,1.126
8.775,-0.774,-0.768,-0.764,-0.701,-0.699,-0.725,0.611,0.643,0.816,0.878,1.004,0.888
8.825,-0.719,-0.707,-0.703,-0.838,-0.992,-0.8,0.563,0.615,0.814,0.902,0.637,0.988
8.875,-0.77,-0.758,-0.804,-0.715,-0.856,-0.81,0.649,0.271,0.9,0.888,0.764,1.08
8.925,-0.786,-0.774,-0.818,-0.838,-0.599,-0.619,0.523,0.581,0.806,0.966,0.998,0.884
8.975,-0.764,-0.84,-0.9,-0.9,-0.703,-0.9,0.627,0.579,0.75,0.834,0.87,0.986
9.025,-0.671,-0.758,-0.782,-0.749,-0.92,-0.772,0.481,0.641,0.904,0.82,0.922,0.75
9.075,-0.782,-0.812,-0.8,-0.649,-0.603,-0.982,0.463,0.557,0.882,0.926,0.864,0.848
9.125,-0.808,-0.681,-0.774,-0.84,-0.772,-0.786,0.427,0.461,0.942,0.83,0.794,0.862
9.175,-0.864,-0.758,-0.806,-0.792,-0.745,-0.96,0.477,0.609,0.854,0.747,0.994,0.892
9.225,-0.691,-0.836,-0.741,-0.758,-0.928,-0.657,0.523,0.441,0.976,0.798,0.782,0.794
9.275,-0.729,-0.788,-0.78,-0.824,-0.685,-0.697,0.441,0.281,0.854,0.838,0.968,0.75
9.325,-0.689,-0.79,-0.818,-0.8,-0.539,-0.587,0.459,0.441,0.794,0.79,0.756,0.585
9.375,-0.737,-0.735,-0.653,-0.882,-0.892,-0.776,0.515,0.565,0.892,0.776,0.822,0.772
9.425,-0.737,-0.752,-0.824,-0.687,-0.727,-0.721,0.473,0.385,0.806,0.95,0.834,0.9
9.475,-0.808,-0.788,-0.743,-0.816,-0.703,-0.397,0.461,0.357,0.818,0.794,0.657,0.733
9.525,-0.707,-0.806,-0.709,-0.695,-0.679,-0.83,0.521,0.567,0.866,0.752,0.836,0.784
9.575,-0.689,-0.77,-0.673,-0.77,-0.557,-0.665,0.439,0.393,0.788,0.828,0.571,0.842
9.625,-0.717,-0.788,-0.796,-0.679,-0.739,-0.703,0.453,0.591,0.812,0.838,0.836,0.864
9.675,-0.627,-0.772,-0.77,-0.784,-0.507,-0.826,0.421,0.471,0.729,0.756,0.683,0.77
9.725,-0.653,-0.687,-0.623,-0.745,-0.661,-0.904,0.515,0.343,0.826,0.792,0.812,0.796
9.775,-0.611,-0.669,-0.675,-0.735,-0.75,-0.812,0.537,0.764,0.824,0.802,0.417,0.679
9.825,-0.659,-0.669,-0.619,-0.715,-0.563,-0.617,0.537,0.577,0.723,0.784,0.601,0.756
9.875,-0.645,-0.743,-0.735,-0.471,-0.691,-0.497,0.449,0.475,0.796,0.756,0.471,0.84
9.925,-0.667,-0.675,-0.693,-0.621,-0.513,-0.615,0.531,0.329,0.731,0.729,0.533,0.577
9.975,-0.557,-0.733,-0.689,-0.657,-0.543,-0.571,0.537,0.301,0.916,0.802,0.754,0.723
